13530,-6676,161,-555,-5616,12233
-6824,-3676,-5073,-3023,-5504,-5559
315,-4903,0,0,-2793,-447
-753,-2977,0,0,-5190,93
-5486,-5259,-2525,-5199,-3744,-6460
12262,-5628,-653,5,-6648,13140
