1324,-735,-57,31,-520,1139
-715,-303,-605,-293,-576,-624
-45,-532,0,0,-313,20
-76,-272,0,0,-558,-128
-555,-585,-359,-451,-438,-676
1258,-557,-60,-60,-631,1287
