13416,-5161,369,-1206,-580,-452,-4778,12228
-4972,-4775,-2374,-2382,-3263,-1820,-3993,-4398
-7,-2501,-283,-3596,-1711,-1452,-2283,-55
-1067,-2649,-3562,0,0,-1909,-2740,-756
-653,-2982,-1530,0,0,-3483,-2476,-1120
-430,-2322,-1768,-1793,-3454,-423,-2445,79
-4483,-3941,-2080,-2906,-2598,-2366,-4340,-4925
12217,-4626,-337,-793,-996,162,-5355,13151
