119,-51,-14,-24,-23,38,-69,120
-69,-55,-44,-40,-43,-36,-57,-75
-34,-8,-35,-10,-47,-6,-10,17
-8,-26,-52,0,0,-55,-45,-3
-37,-42,-46,0,0,-36,-48,-23
-25,-30,-22,-29,-49,-18,-41,-29
-41,-56,-49,-62,-51,-15,-49,-60
96,-44,-15,-9,-26,-21,-58,133
