1293,3,112,4,17,45,4,1213
1,2,1,3,1,0,4,0
77,1,24,3,3,2,0,42
4,3,0,0,0,11,3,16
15,2,8,0,0,0,1,1
6,3,0,10,0,67,10,27
2,5,1,4,3,2,2,2
1172,2,25,33,2,26,2,1395
