1427,-431,47,-95,56,25,-379,1248
-335,-346,-267,-198,-290,-81,-360,-353
-20,-185,89,-253,-98,-64,-209,55
-72,-176,-242,0,0,-88,-204,-43
25,-309,-169,0,0,-279,-170,-51
82,-93,-86,-73,-286,117,-183,51
-398,-318,-180,-250,-225,-237,-376,-439
1329,-417,44,32,-123,44,-362,1353
