-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,130766,5,121,3,9,6,6,119526,-1
-1,4,4,4,0,2,7,0,6,-1
-1,796,2,18,3,2,3,6,94,-1
-1,12,1,8,-1,-1,4,8,9,-1
-1,5,1,11,-1,-1,4,3,4,-1
-1,51,2,3,1,5,4,1,353,-1
-1,4,3,8,5,2,11,5,0,-1
-1,119493,2,49,6,5,129,5,130996,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
