130766,5,121,3,9,6,6,119526
4,4,4,0,2,7,0,6
796,2,18,3,2,3,6,94
12,1,8,0,0,4,8,9
5,1,11,0,0,4,3,4
51,2,3,1,5,4,1,353
4,3,8,5,2,11,5,0
119493,2,49,6,5,129,5,130996
