17,3,3,4,6,8,3,8
3,2,2,4,3,3,3
4,0,8,2,4,2,3
4,2,2,0,0,2,0,9
3,6,4,0,0,0,0
3,3,5,2,5,7,4,6
4,0,7,4,0,0,2
13,0,9,4,6,0,18
